PART NUM.,DESC.,SUPPLIER,O.H,VALUE,MAKE,MODEL,YEAR,MNS,COST

25162-5LJ-305,SPROCKET COMP O/,Honda,1,50.39,Honda,Passport,2020,5,154.11

25165-5LJ-003,CHAIN OIL PUMP DR,Honda,1,15.38,Honda,"CR-Z, Civic, Crosstour, Passport",2013,31,484.63

25213-PZD-006,HOSE 155MM ATF,Honda,1,87.68,Honda,"CR-V, Civic, Crosstour, Odyssey, Passport",2021,11,24.96

25213-RAA-016,HOSE 335MM ATF,Honda,1,11.12,Honda,Crosstour,"2021, 2022, 2023",0,97.78

25430-R5L-003,FILTER COMP ATF,Honda,1,26.64,Honda,"CR-V, Crosstour, HR-V, Insight",2022,0,13.41

25450-P4V-013,ELEMENT COMP FILT,Honda,1,27.29,Honda,Ridgeline,2023,5,506.13

25615-5T0-004,CAP A CVTF FILLER,Honda,1,11.27,Honda,"Accord, Element",2023,17,304.02

25618-5T0-000,LABEL OIL NOTICE,Honda,1,3.67,Honda,"CR-Z, Element, Pilot, Ridgeline",2022,17,274.82

26251-RYE-E00,PLATE DRIVE,Honda,1,33.35,Honda,"CR-V, Civic, Clarity, Crosstour, Fit","2013, 2014, 2015, 2016, 2017, 2018, 2019",2,61.58

28100-5RG-305,UNIT TRNS CONTROL,Honda,1,187.2,Honda,"Clarity, Fit, Odyssey, S2000",2016,1,144.51

28220-P56-003,FILTER ASSY S/C S,Honda,1,34.13,Honda,"Accord, CR-Z, Fit",2010,6,142.09

28251-P4R-013,PACKING COMP LINE,Honda,1,9.8,Honda,Crosstour,"2016, 2017, 2018, 2019, 2020, 2021, 2022",15,39.12

28262-RPC-000,PACKING LINEAR SO,Honda,1,4.68,Honda,"Accord, HR-V, Passport, Ridgeline",2021,13,19.65

28600-RCL-004,SW ASSY AT OIL PR,Honda,1,66.61,Honda,"Odyssey, S2000",2011,1,91.23

28600-RCR-004,SW ASSY AT OIL PR,Honda,1,58.57,Honda,"Accord, Civic, Crosstour, Fit, Passport",2014,4,203.63

28600-RPC-004,SW ASSY AT OIL PR,Honda,1,57.86,Honda,Ridgeline,"2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",8,66.85

28610-R36-004,SW ASSY AT OIL PR,Honda,1,73.71,Honda,"CR-Z, HR-V","2019, 2020",13,2.49

28660-R9L-003,SENSOR ASSY OIL P,Honda,1,69.21,Honda,Pilot,2018,16,41.22

28900-RYF-023,SENSOR ASSY POSIT,Honda,1,75.3,Honda,"Accord, CR-V, Clarity, Pilot",2010,1,96

30110-PC6-005,O-RING,Honda,1,2.37,Honda,"CR-V, Clarity, Odyssey, Ridgeline","2013, 2014, 2015, 2016, 2017, 2018",2,254.27

30520-PWA-S01,COIL ASSY A PLUG,Honda,1,78.25,Honda,"Accord, Element","2018, 2019, 2020, 2021, 2022, 2023",13,26.7

30520-RNA-A01,COIL COMP PLUG HO,Honda,1,155.77,Honda,"Clarity, Element, Odyssey, Passport, Ridgeline",2012,16,61.95

30530-PPL-A01,SENSOR KNOCK,Honda,1,88.27,Honda,"Insight, Odyssey","2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",2,53.25

30530-R40-A01,SENSOR COMP KNOCK,Honda,1,93.1,Honda,Accord,2016,15,7.96

31100-R70-A01,AC GENERATOR ASSY,Honda,1,468.05,Honda,"Accord, CR-Z",2020,11,200.9

31100-RGW-A01,AC GENERATOR ASSY,Honda,1,466.74,Honda,Accord,"2011, 2012, 2013",5,284.07

31100-RJA-A02,AC GNRTR ASY USA,Honda,1,509.85,Honda,Crosstour,2023,18,199.51

31110-59B-014,BELT ACG,Honda,1,50.03,Honda,"Civic, Clarity, Insight, Pilot, Ridgeline","2010, 2011",14,82.65

31110-5G0-A01,BELT ACG,Honda,1,47.38,Honda,"Accord, CR-Z, Crosstour, Passport, Ridgeline",2014,7,37.39

31110-5R0-003,BELT ACG,Honda,1,47.38,Honda,"Clarity, Fit, Odyssey, Ridgeline",2023,17,28.47

31110-R1A-A21,BELT ACG,Honda,1,30.87,Honda,"Clarity, Odyssey",2010,14,14.73

31110-R5A-A01,BELT ACG,Honda,1,47.38,Honda,"CR-Z, Clarity, Element, Fit, Insight",2020,23,44.25

31110-RLF-003,BELT ACG,Honda,1,50.68,Honda,"Civic, Clarity, Insight",2022,0,14.86

31145-PGK-A01,BOLT,Honda,1,4.5,Honda,Passport,2023,4,11.76

31170-59B-015,TENSIONER ASSY A,Honda,1,112.75,Honda,Fit,"2017, 2018, 2019, 2020",6,447.96

31170-5A2-A03,TENSIONER ASSY AU,Honda,1,118.57,Honda,Clarity,2013,0,420

31175-PRA-000,BRKT IDLE PULLEY,Honda,1,96.59,Honda,"Clarity, Ridgeline",2019,14,506.52

31180-RCA-A02,PULLEY COMP TENS,Honda,1,21.76,Honda,"CR-V, CR-Z, S2000",2014,8,123.6

31200-5BA-A52,MOTOR ASSY STARTE,Honda,1,177.52,Honda,"Accord, HR-V, Insight, Odyssey",2010,14,35.92

31200-R40-A01,MOTOR ASSY STARTE,Honda,1,202.65,Honda,"Accord, Crosstour, HR-V, S2000","2014, 2015, 2016, 2017",5,434.93

31200-R5A-A02,STARTER MOTOR ASS,Honda,1,183.29,Honda,Element,2018,11,12.8

31200-RAA-A53,STARTER MOTOR ASS,Honda,1,308.14,Honda,"Accord, CR-V, Element, Odyssey",2012,41,4.49

31200-RAA-A61,STARTR MOTOR ASSY,Honda,1,144.51,Honda,"CR-V, Clarity, Insight, Odyssey, Ridgeline",2020,2,364.27

31512-SA5-000,PLATE BATTERY SET,Honda,1,18.83,Honda,"Clarity, Odyssey","2012, 2013, 2014, 2015",13,289.86

31521-TK8-A00,BOX BATTERY,Honda,1,10.97,Honda,CR-Z,"2021, 2022",16,50.17

31531-TK8-A00,COVER BATTERY,Honda,1,11.84,Honda,"Accord, Insight, Odyssey, Passport, Pilot",2017,5,249.08

31541-THR-A00,DUCT ASSY BATTERY,Honda,1,31.42,Honda,"Civic, Crosstour, Insight, Passport, S2000",2019,40,7.99

31651-THR-A03,BLOWER ASSY BATT,Honda,1,93.91,Honda,"Crosstour, Insight, Odyssey, Passport",2023,4,39.37

32100-T6Z-CM0,WIRE HARN R CABIN,Honda,1,474.28,Honda,"CR-Z, Clarity, Fit",2021,0,3.82

32100-TG7-CC0,WIRE HARN R CABIN,Honda,1,347.59,Honda,Odyssey,2018,10,77

32108-TBA-A10,WIRE HARN REAR,Honda,1,67.83,Honda,Element,"2012, 2013, 2014, 2015",17,15.65

32108-THR-A00,WIRE HARN REAR,Honda,1,104.03,Honda,CR-Z,2023,3,5.27

32108-THR-A40,WIRE HARN REAR,Honda,1,80.08,Honda,S2000,2023,11,110.62

32108-TLA-305,CORD FLOOR SUB R,Honda,1,17.73,Honda,Fit,2023,8,564.57

32109-T0A-A01,CORD TAIL GATE,Honda,1,98.06,Honda,"Fit, Ridgeline","2019, 2020, 2021, 2022",10,176.44

32109-T6Z-A02,WIRE HARN TAILGAT,Honda,1,17.13,Honda,"Element, S2000","2020, 2021, 2022",2,24.46

32111-R5A-A00,SUB CORD STARTER,Honda,1,166.15,Honda,Crosstour,2021,19,101.62

32120-TG7-C52,WIRE HARN L CABIN,Honda,1,354.67,Honda,"CR-Z, Passport, Ridgeline, S2000",2013,4,57.45

32121-T6Z-AC0,SUB CORD FR BUMPE,Honda,1,41.73,Honda,"Accord, Civic, Element, Pilot","2019, 2020, 2021, 2022, 2023",10,3.96

32121-TG7-A50,SUBCORD FR BPR,Honda,1,71.42,Honda,"Fit, S2000","2012, 2013, 2014",17,29.96

32121-THR-C00,SUBCORD FR BUMPER,Honda,1,44.25,Honda,"Accord, Crosstour, Element, HR-V",2019,41,1.17

32130-3A0-A00,WIRE HARN FR END,Honda,1,56.8,Honda,Crosstour,2017,11,219.76

32130-TBC-A10,WIRE HARN FR END,Honda,1,54.53,Honda,CR-V,"2017, 2018, 2019, 2020",11,15.64

32130-TLA-C00,WIRE HARN FR END,Honda,1,88.57,Honda,"CR-V, CR-Z, Crosstour, Pilot","2016, 2017, 2018, 2019, 2020",2,212.29

32130-TLA-C10,WIRE HARN FR END,Honda,1,91.07,Honda,"CR-V, Pilot, Ridgeline","2017, 2018, 2019, 2020, 2021, 2022",7,1036.14

32200-TBA-C41,ENG ROOM WIRE HAR,Honda,1,379.04,Honda,"CR-V, CR-Z, Element, HR-V, Ridgeline","2017, 2018, 2019, 2020, 2021, 2022",1,250.19

32200-TBA-C52,ENG ROOM WIRE HAR,Honda,1,543.66,Honda,"Civic, Crosstour, S2000",2011,4,9.6

32200-TLA-C54,ENG ROOM WIRE HAR,Honda,1,829.59,Honda,"CR-Z, S2000",2017,12,26.79

32418-TG7-A51,COVER BATTERY TER,Honda,1,2.66,Honda,CR-Z,"2012, 2013, 2014, 2015",5,48.36

32418-TVA-003,COVER BATT TERM,Honda,1,4.28,Honda,"Fit, Ridgeline",2014,7,3.97

32600-THR-A00,CABLE BATT EARTH,Honda,1,20.1,Honda,"Civic, Clarity, Odyssey, Passport, S2000","2022, 2023",17,27.85

32600-TR0-000,CABLE(ASSY) BATT,Honda,1,19.55,Honda,Crosstour,2023,17,70.88

32751-S5A-C13,WIRE HARN DOOR (D,Honda,1,33.37,Honda,CR-Z,2023,5,1078.35

33100-T0A-A01,LIGHT ASSY R HEAD,Honda,1,498.43,Honda,"Clarity, Insight, Passport, Pilot, Ridgeline","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",2,27.7

33100-T20-A22,LIGHT ASSY R HEA,Honda,1,902.91,Honda,"Civic, Crosstour, Element, Insight","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",6,26.75

33100-T20-A52,LIGHT ASSY R HEA,Honda,1,902.91,Honda,"Fit, Passport, S2000","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",11,10.97

33100-T2A-A33,LIGHT ASSY R HEAD,Honda,1,1332.82,Honda,"HR-V, Odyssey","2011, 2012, 2013, 2014",17,20.68

33100-T2A-A51,LIGHT ASSY R HEA,Honda,1,1077.83,Honda,Accord,"2016, 2017, 2018, 2019",16,25.7

33100-TBA-A01,LIGHT ASSY R HEA,Honda,1,409.13,Honda,"Element, Odyssey, Pilot, Ridgeline, S2000",2014,10,13.73

33100-TBA-A11,LIGHT ASSY R HEA,Honda,1,849.54,Honda,"Civic, HR-V, Pilot, S2000",2022,16,109.18

33100-TBA-A23,LIGHT ASSY R HEA,Honda,1,1009.33,Honda,Odyssey,"2020, 2021, 2022, 2023",14,23.36

33100-TG7-A12,LIGHT ASSY HEAD R,Honda,1,786.05,Honda,"Pilot, Ridgeline","2016, 2017",8,501.98

33100-TG7-C12,LIGHT ASSY HEAD R,Honda,1,1346.73,Honda,"CR-V, Clarity, HR-V, Pilot",2017,11,148.36

33100-THR-A11,LIGHT ASSY R HEAD,Honda,1,429.18,Honda,Ridgeline,"2015, 2016",14,28.55

33100-TK6-A51,LIGHT ASSY R HEAD,Honda,1,503.29,Honda,"Clarity, HR-V, S2000",2011,14,258.29

33100-TK8-A02,LIGHT ASSY R HEAD,Honda,1,377.28,Honda,"Clarity, Element","2015, 2016, 2017, 2018, 2019",8,72.56

33100-TLA-305,LIGHT ASSY R HEAD,Honda,1,635.8,Honda,"Element, S2000",2019,15,14.25

33100-TLA-A12,HEADLIGHT ASSY,Honda,1,1036.14,Honda,"CR-Z, Element, HR-V, Ridgeline, S2000","2020, 2021, 2022, 2023",14,670.55

33100-TR0-A51,LIGHT ASSY R HEAD,Honda,1,397.22,Honda,"Accord, Civic, HR-V, Pilot, S2000",2012,12,67.24

33102-3D4-A01,MLDG HEAD LIGHT(,Honda,1,35.76,Honda,"Accord, HR-V","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",8,141.02

33115-S84-A01,BULB HEAD LIGHT (,Honda,1,13.12,Honda,CR-Z,"2017, 2018, 2019",41,7.88

33116-SD4-961,SOCKET BULB,Honda,1,18.16,Honda,S2000,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",13,534.04

33150-SZA-A11,LIGHT ASSY HEAD L,Honda,1,606.46,Honda,"Insight, Odyssey","2017, 2018",21,44.02

33150-T1W-A01,LIGHT ASSY L HEAD,Honda,1,596.32,Honda,"Odyssey, Ridgeline",2014,52,39.31

33150-T1W-A11,LIGHT ASSY L HEAD,Honda,1,533.81,Honda,"Clarity, Insight, Passport",2010,6,635.8

33150-T20-A22,LIGHT ASSY L HEA,Honda,1,931.81,Honda,"Accord, Clarity, HR-V, S2000",2011,0,306.11

33150-T20-A52,LIGHT ASSY L HEA,Honda,1,921.24,Honda,CR-Z,"2022, 2023",2,14.71

33150-T7A-A31,LIGHT ASSY L HEAD,Honda,1,1008.92,Honda,"Accord, CR-V, Element, HR-V, Odyssey","2012, 2013, 2014",54,29.8

33150-TA0-A01,LIGHT ASSY L HEAD,Honda,1,398.17,Honda,Fit,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",60,122.05

33150-TBA-A01,LIGHT ASSY L HEA,Honda,1,409.13,Honda,"Civic, Fit, Odyssey, Passport, S2000",2020,32,118.57

33150-TBA-A11,LIGHT ASSY L HEA,Honda,1,849.54,Honda,"CR-Z, Crosstour, Element, Fit, Ridgeline",2023,15,6.72

33150-TBA-A23,LIGHT ASSY L HEA,Honda,1,1009.33,Honda,Insight,2023,13,76.14

33150-TK8-A02,LIGHT ASSY L HEAD,Honda,1,377.28,Honda,"CR-V, HR-V",2012,2,13.07

33150-TLA-305,LIGHT ASSY L HEAD,Honda,1,635.8,Honda,"Accord, CR-Z, Element, Fit, Insight",2022,14,17.52

33150-TLA-A12,HEADLIGHT ASSY,Honda,1,1036.14,Honda,Accord,"2018, 2019, 2020, 2021, 2022, 2023",0,63.17

33150-TLA-A42,LIGHT ASSY L HEAD,Honda,1,635.8,Honda,"Clarity, HR-V, Odyssey, Pilot, S2000",2017,3,2.14

33150-TR0-A51,LIGHT ASSY L HEAD,Honda,1,397.22,Honda,"Pilot, S2000","2013, 2014",2,17.51

33150-TS8-A51,LIGHT ASSY L HEAD,Honda,1,397.22,Honda,S2000,2019,46,63.44

33151-SNA-A02,UNIT HEAD LIGHT L,Honda,1,376.98,Honda,"CR-V, Element, HR-V, Insight, Passport","2017, 2018, 2019, 2020",16,55.7

33151-SWA-A01,UNIT HEAD LIGHT L,Honda,1,498.43,Honda,"CR-V, Element, Ridgeline",2019,4,34.58

33300-TG7-A11,LIGHT ASSY R FR T,Honda,1,84.77,Honda,"CR-Z, Clarity, HR-V, Ridgeline, S2000",2023,15,69.82

33300-TG7-A21,LIGHT ASSY R FR T,Honda,1,68.34,Honda,"CR-V, Crosstour, Element, Passport, S2000","2020, 2021, 2022, 2023",14,688.82

33300-THR-A01,LIGHT ASSY R FR T,Honda,1,73.06,Honda,"Civic, Clarity, Fit, Ridgeline, S2000","2019, 2020",16,16.93

33301-SNA-003,BULB 12V 5W,Honda,1,5.56,Honda,"Ridgeline, S2000","2019, 2020, 2021",1,13.21

33302-TBA-A01,BULB T10 3W,Honda,1,2.47,Honda,Pilot,"2020, 2021, 2022, 2023",12,26.8

33303-S04-003,SOCKET COMP (AMBE,Honda,1,13.23,Honda,"Crosstour, Element, Fit, Insight, S2000",2023,9,481.96

33303-S2R-003,BULB 12V 21W WEDG,Honda,1,5.81,Honda,"CR-V, Element, Odyssey, Passport",2022,6,91.3

33303-SAA-003,SOCKET COMP (T20,Honda,1,12.76,Honda,Ridgeline,2023,4,54.13

33303-SCK-003,BULB WEDGE (12V 2,Honda,1,6.5,Honda,"Accord, HR-V, Passport","2017, 2018",1,224.83

33303-SD4-671,BULB (12V27/8W),Honda,1,5.64,Honda,"CR-Z, HR-V, Ridgeline",2018,4,99.82

33350-THR-A01,LIGHT ASSY L FR T,Honda,1,73.06,Honda,Fit,2010,7,19.17

33500-T20-A01,LIGHT ASSY R TAIL,Honda,1,321.12,Honda,CR-Z,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",8,31.99

33500-T6Z-A03,LIGHT ASSY R TAIL,Honda,1,299.74,Honda,Accord,"2019, 2020, 2021, 2022",10,2.65

33500-TA0-A01,LIGHT ASSY R TAI,Honda,1,199.51,Honda,"Accord, CR-V, Insight, Odyssey, S2000","2012, 2013, 2014, 2015",12,22.45

33500-THR-A01,LIGHT ASSY R TAIL,Honda,1,202.97,Honda,"Civic, Element, Odyssey","2011, 2012, 2013",18,9.45

33500-TK8-A11,LIGHT ASSY R TAIL,Honda,1,288.98,Honda,Accord,"2014, 2015, 2016, 2017, 2018, 2019",18,46.16

33500-TLA-A01,LIGHT ASSY R TAIL,Honda,1,505.64,Honda,"Clarity, Element, Passport, Pilot",2017,17,20.18

33500-TLA-A21,LIGHT ASSY R TAIL,Honda,1,444.74,Honda,"Civic, Clarity, HR-V, Passport, Ridgeline",2014,17,47.38

33500-TR0-A51,LIGHT ASSY R TAIL,Honda,1,247.19,Honda,"Crosstour, Odyssey, Passport","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019",16,2.28

33501-SNA-A51,LAMP UNIT R,Honda,1,174.63,Honda,"Crosstour, HR-V, Insight, S2000",2021,5,55.74

33501-SWA-A02,LAMP UNIT R,Honda,1,348.06,Honda,HR-V,"2018, 2019",14,136.93

33502-SNA-A01,BASE GASKET,Honda,1,12.5,Honda,"Civic, Odyssey",2020,2,48.8

33503-TVA-A01,FINISHER R,Honda,1,13.54,Honda,"Clarity, Crosstour, Fit, Passport, S2000","2016, 2017, 2018, 2019, 2020, 2021, 2022",12,88.93

33505-S9V-A11,REAR RR ASSY R,Honda,1,29.78,Honda,"Accord, Pilot",2018,4,422.3

33505-T1W-A01,REAR RR ASSY R,Honda,1,36.09,Honda,"Civic, Crosstour, Insight, Pilot","2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",27,693.66

33505-T7S-A01,REAR RR ASSY R,Honda,1,31.39,Honda,"Clarity, Passport","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",0,202.81

33505-TG7-A01,REAR RR ASSY R,Honda,1,68.32,Honda,"Civic, HR-V, Passport",2015,51,56.33

33513-S50-003,SOCKET (T20W S2),Honda,1,6.83,Honda,"Clarity, Crosstour, Element, HR-V, Ridgeline","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",44,13.93

33515-S50-003,SOCKET T20W W,Honda,1,13.86,Honda,CR-V,2010,8,894.52

33550-SJC-A21,LIGHT ASSY TAIL L,Honda,1,130.4,Honda,"Accord, Civic, Clarity, Odyssey","2019, 2020",4,44.74

33550-T0A-A01,LIGHT ASSY L TAIL,Honda,1,331.48,Honda,Crosstour,"2021, 2022, 2023",2,13.54

33550-T1W-A01,LIGHT ASSY L TAIL,Honda,1,331.48,Honda,Ridgeline,2012,9,11.41

33550-T20-A01,LIGHT ASSY L TAIL,Honda,1,321.12,Honda,Passport,"2022, 2023",10,106.05

33550-T2A-A12,LIGHT ASSY L TAI,Honda,1,304.38,Honda,Element,"2017, 2018, 2019, 2020",12,8.57

33550-T3L-A01,LIGHT ASSY L TAIL,Honda,1,220.42,Honda,"CR-Z, Passport, Ridgeline",2021,12,402.04

33550-TA0-A01,LIGHT ASSY L TAI,Honda,1,199.51,Honda,CR-V,2023,11,170.14

33550-TLA-A01,LIGHT ASSY L TAIL,Honda,1,505.64,Honda,"Element, Fit, HR-V, Ridgeline, S2000",2020,8,17.72

33550-TR0-A51,LIGHT ASSY L TAIL,Honda,1,247.19,Honda,"Passport, Pilot",2018,44,10.33

33550-TVA-A01,LIGHT ASSY L TAI,Honda,1,289.86,Honda,"CR-V, Crosstour, Pilot","2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",13,130.73

33551-SCV-A01,LAMP UNIT L,Honda,1,256.58,Honda,"Accord, Passport","2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",0,73.71

33551-SNA-A51,LAMP UNIT L,Honda,1,174.63,Honda,"Accord, Clarity, Crosstour",2017,14,150.12

33553-TVA-A01,FINISHER L,Honda,1,13.54,Honda,"CR-V, CR-Z",2021,18,10.2

33555-3W0-A01,REAR RR ASSY L,Honda,1,24.2,Honda,"Accord, Civic, Insight, Ridgeline",2022,25,459.11

33555-SWA-A01,REAR RR ASSY L,Honda,1,25.56,Honda,"Accord, HR-V","2017, 2018, 2019, 2020, 2021",11,18.25

33555-T1W-A01,REAR RR ASSY L,Honda,1,36.09,Honda,"CR-Z, Clarity","2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",16,13.23

33555-T3L-A11,REAR RR ASSY L,Honda,1,29.45,Honda,"CR-Z, Insight",2018,15,232.34

33555-TBA-A01,REAR RR ASSY L,Honda,1,4.59,Honda,"Fit, HR-V, Passport, S2000",2010,16,4.32

33555-THR-A01,REAR RR ASSY L,Honda,1,13.57,Honda,"CR-V, Clarity, HR-V, Ridgeline",2021,12,10.9

33555-TK8-A01,LIGHT ASSY REAR L,Honda,1,24.58,Honda,Clarity,"2015, 2016, 2017, 2018, 2019, 2020",24,257.42

33555-TR0-A51,REAR RR ASSY L,Honda,1,14.66,Honda,"Civic, Odyssey, S2000",2011,17,240.38

33555-TVA-A01,REAR RR ASSY L,Honda,1,27.31,Honda,"Accord, Element, Insight, S2000",2010,1,8.97

33700-TBG-A01,LIGHT ASSY RR PAN,Honda,1,447.96,Honda,"Civic, Fit, HR-V, Pilot, S2000","2018, 2019",23,44.1

33800-THR-A01,LIGHT ASSY FR SID,Honda,1,14.3,Honda,S2000,2011,7,34.09

33850-THR-A01,LIGHT ASSY FR SID,Honda,1,14.3,Honda,S2000,"2018, 2019",16,1008.92

33900-T1W-A11,LIGHT ASSY R FR F,Honda,1,197.84,Honda,"Crosstour, Fit, Ridgeline",2023,0,13.99

33900-T5R-A01,LIGHT ASSY R FR,Honda,1,181.32,Honda,"Passport, S2000","2020, 2021, 2022, 2023",11,3.69

33900-TEY-Y01,LIGHT ASSY R FR F,Honda,1,239.23,Honda,"CR-Z, Clarity","2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",2,12.81

33900-TLA-A21,LIGHT ASSY R FR,Honda,1,167.29,Honda,"Civic, Element, Insight",2022,18,5.09

33901-SZA-305,UNIT FOG LIGHT R,Honda,1,174.03,Honda,"Civic, Clarity, Crosstour, Insight","2018, 2019, 2020",13,0.93

33901-TR0-A51,UNIT FOG LIGHT R,Honda,1,120.1,Honda,"CR-Z, Civic, Crosstour, Fit, Pilot","2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",12,49.69

33950-TEY-Y01,LIGHT ASSY L FR F,Honda,1,239.23,Honda,"CR-Z, Civic, Insight, Pilot, Ridgeline","2019, 2020, 2021, 2022",15,14.68

33950-TLA-A21,LIGHT ASSY L FR,Honda,1,167.29,Honda,"CR-Z, Clarity, Fit, HR-V, Pilot","2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",24,19.4

33950-TVA-A01,LIGHT ASSY L FR F,Honda,1,303.95,Honda,CR-Z,2021,49,16.45

33951-T1W-A11,UNIT FOG LIGHT L,Honda,1,198.59,Honda,"Accord, Fit, S2000","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020",0,59.1

33961-T0A-A00,BRKT R FOG,Honda,1,7.01,Honda,"CR-V, Civic, Crosstour, Insight, Passport",2018,15,141.84

33966-T0A-A00,BRKT L FOG,Honda,1,7.01,Honda,"Crosstour, HR-V, Ridgeline",2020,9,318.46

34100-TBA-A11,LIGHT ASSY LICENS,Honda,1,43.76,Honda,"CR-Z, Crosstour, Insight, Passport","2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021",7,107.08

34121-SJC-A11ZA,UNIT LICEN*NH533*,Honda,1,36.39,Honda,"Passport, Pilot","2020, 2021",5,122.96

34150-T20-A01,LIGHT ASSY R LID,Honda,1,136.64,Honda,"Accord, Crosstour, Fit, Passport, S2000",2019,12,17.11

34150-TBA-A01,LIGHT ASSY R LID,Honda,1,117.44,Honda,"CR-Z, Civic, Crosstour","2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",4,56.53

34150-TLA-A01,LIGHT ASSY R LID,Honda,1,147.33,Honda,"Accord, Crosstour, Ridgeline, S2000",2021,14,25.02

34155-T7S-A01,LIGHT ASSY L LID,Honda,1,214.83,Honda,Fit,2022,23,10.51

34155-TG7-A11,LIGHT ASSY L LID,Honda,1,402.04,Honda,Odyssey,2015,15,4.67

34155-THR-A01,LIGHT ASSY L LID,Honda,1,196.03,Honda,Accord,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022",13,54

34156-SNA-A01,LAMP UNIT L,Honda,1,146.38,Honda,"Accord, CR-Z, Fit, Ridgeline",2017,11,7.27

34253-T2A-A01,BULB WEDGE (12V8W,Honda,1,4.91,Honda,CR-V,"2017, 2018",56,47.44

34254-T2A-023ZB,BASE COMP,Honda,1,50.35,Honda,"Accord, CR-Z, HR-V, Odyssey, Ridgeline","2017, 2018, 2019, 2020, 2021",0,63.63

34270-SVA-A01,LIGHT ASSY H/M ST,Honda,1,112.32,Honda,"Civic, Pilot",2017,14,396.27

34270-T0A-A01,LIGHT ASSY H/M ST,Honda,1,129.98,Honda,Pilot,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",8,3.1

34401-S84-A01,BULB T10 4CP,Honda,1,4.02,Honda,"Accord, Ridgeline","2020, 2021",10,113.19

34500-TLA-A11,LIGHT ASSY R REAR,Honda,1,15.89,Honda,"Accord, Crosstour, Fit, Passport, S2000",2014,15,7.65

34550-TLA-A01,LIGHT ASSY L REAR,Honda,1,16.49,Honda,"CR-Z, Crosstour, Ridgeline",2021,4,237.05

34550-TLA-A11,LIGHT ASSY L REAR,Honda,1,15.89,Honda,"CR-V, Insight, Odyssey, Passport",2014,5,1.93

34551-T1W-R01,BRACKET L,Honda,1,7.57,Honda,Accord,"2011, 2012, 2013, 2014, 2015, 2016, 2017",0,11.51

3482100000,GSLVD 195/65R15,Honda,1,126.48,Honda,HR-V,2021,4,37.96

35111-S9V-325,BLANK-KEY COMP IM,Honda,1,111.75,Honda,"Crosstour, HR-V, Insight, S2000",2017,16,1070.37

35111-SHJ-305,KEY COMP IMMOBI &,Honda,1,82.36,Honda,"CR-V, Element, Insight, Pilot, Ridgeline","2013, 2014, 2015, 2016, 2017, 2018",2,4.02

35111-SLJ-306,BLANK-KEY COMP I,Honda,1,53.96,Honda,Crosstour,2021,18,12.43

35111-SNB-305,BLANK-KEY COMP I,Honda,1,54.17,Honda,"Odyssey, S2000","2017, 2018, 2019",0,8.32

35112-SWA-305,BLANK-KEY COMP I,Honda,1,20.15,Honda,Insight,"2021, 2022",18,67.99

35113-S84-A01,KEY COMP IMMOBI,Honda,1,37.7,Honda,"Accord, Civic, Crosstour",2012,3,7.8

35116-SDA-A11,SCREW FLAT,Honda,1,2.65,Honda,HR-V,"2017, 2018, 2019, 2020, 2021, 2022, 2023",29,141.03

35117-SH3-013,KEY COMP IGN,Honda,1,3.12,Honda,S2000,2016,9,7.62

35117-SM4-901,KEY BLANK PLSTC M,Honda,1,2.49,Honda,"Accord, Crosstour, Fit, Passport, Pilot","2016, 2017, 2018, 2019, 2020",13,57.7

